@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
4081,'2017/05/31 10:28:21:366',14,9,-0.581465,2
4082,'2017/05/31 10:28:21:366',14,9,-0.559702,2
4083,'2017/05/31 10:28:21:366',14,0,-0.538003,2
4084,'2017/05/31 10:28:21:383',14,0,-0.516369,2
4085,'2017/05/31 10:28:21:385',14,0,-0.508172,2
4086,'2017/05/31 10:28:21:398',14,0,-0.494065,2
4087,'2017/05/31 10:28:21:406',14,0,-0.48,2
4088,'2017/05/31 10:28:21:417',14,0,-0.465976,2
4089,'2017/05/31 10:28:21:426',14,0,-0.451994,2
4090,'2017/05/31 10:28:21:436',14,0,-0.438053,2
4091,'2017/05/31 10:28:21:446',14,0,-0.419735,2
4092,'2017/05/31 10:28:21:456',14,0,-0.401471,2
4093,'2017/05/31 10:28:21:475',14,0,-0.38326,2
4094,'2017/05/31 10:28:21:475',14,0,-0.365103,2
4095,'2017/05/31 10:28:21:485',14,0,-0.346999,2
4096,'2017/05/31 10:28:21:495',14,0,-0.328947,2
4097,'2017/05/31 10:28:21:520',14,0,-0.310949,2
4098,'2017/05/31 10:28:21:520',14,0,-0.293003,2
4099,'2017/05/31 10:28:21:531',14,0,-0.275109,2
4100,'2017/05/31 10:28:21:536',14,0,-0.257267,2
4101,'2017/05/31 10:28:21:564',14,0,-0.239478,2
4102,'2017/05/31 10:28:21:564',14,0,-0.239478,2
4103,'2017/05/31 10:28:21:566',14,0,-0.221739,2
4104,'2017/05/31 10:28:21:583',14,0,-0.204052,2
4105,'2017/05/31 10:28:21:585',14,0,-0.168831,2
4106,'2017/05/31 10:28:21:598',14,0,-0.161383,2
4107,'2017/05/31 10:28:21:606',14,0,-0.153957,2
4108,'2017/05/31 10:28:21:615',14,0,-0.146552,2
4109,'2017/05/31 10:28:21:629',14,0,-0.139168,2
4110,'2017/05/31 10:28:21:636',14,0,-0.131805,2
4111,'2017/05/31 10:28:21:645',14,0,-0.124464,2
4112,'2017/05/31 10:28:21:662',14,0,-0.117143,2
4113,'2017/05/31 10:28:21:665',14,0,-0.152639,2
4114,'2017/05/31 10:28:21:676',14,0,-0.188034,2
4115,'2017/05/31 10:28:21:696',14,0,-0.223329,2
4116,'2017/05/31 10:28:21:696',14,0,-0.258523,2
4117,'2017/05/31 10:28:21:724',14,0,-0.287943,2
4118,'2017/05/31 10:28:21:724',14,0,-0.31728,2
4119,'2017/05/31 10:28:21:726',14,5,-0.346535,2
4120,'2017/05/31 10:28:21:736',14,5,-0.375706,2
4121,'2017/05/31 10:28:21:764',14,5,-0.397743,2
4122,'2017/05/31 10:28:21:764',14,5,-0.419718,2
4123,'2017/05/31 10:28:21:766',14,5,-0.441631,2
4124,'2017/05/31 10:28:21:783',14,2,-0.426966,2
4125,'2017/05/31 10:28:21:786',14,2,-0.412342,2
4126,'2017/05/31 10:28:21:799',14,2,-0.401961,2
4127,'2017/05/31 10:28:21:806',14,2,-0.397203,2
4128,'2017/05/31 10:28:21:825',14,2,-0.392458,2
4129,'2017/05/31 10:28:21:827',14,0,-0.382148,2
4130,'2017/05/31 10:28:21:835',14,0,-0.371866,2
4131,'2017/05/31 10:28:21:853',14,0,-0.364395,2
4132,'2017/05/31 10:28:21:855',14,0,-0.361111,2
4133,'2017/05/31 10:28:21:865',14,0,-0.357836,2
4134,'2017/05/31 10:28:21:879',14,0,-0.354571,2
4135,'2017/05/31 10:28:21:886',14,0,-0.351314,2
4136,'2017/05/31 10:28:21:895',14,0,-0.348066,2
4137,'2017/05/31 10:28:21:930',14,0,-0.347586,2
4138,'2017/05/31 10:28:21:930',14,0,-0.347107,2
4139,'2017/05/31 10:28:21:930',14,0,-0.34663,2
4140,'2017/05/31 10:28:21:936',14,0,-0.346154,2
4141,'2017/05/31 10:28:21:959',14,0,-0.345679,2
4142,'2017/05/31 10:28:21:959',14,0,-0.345205,2
4143,'2017/05/31 10:28:21:966',14,0,-0.344733,2
4144,'2017/05/31 10:28:21:983',14,0,-0.344262,2
4145,'2017/05/31 10:28:21:985',14,0,-0.343793,2
4146,'2017/05/31 10:28:22:004',14,0,-0.343324,2
4147,'2017/05/31 10:28:22:006',14,0,-0.342857,2
4148,'2017/05/31 10:28:22:015',14,0,-0.342391,2
4149,'2017/05/31 10:28:22:026',14,0,-0.341927,2
4150,'2017/05/31 10:28:22:039',14,0,-0.341463,2
4151,'2017/05/31 10:28:22:046',14,0,-0.341001,2
4152,'2017/05/31 10:28:22:056',14,0,-0.340541,2
4153,'2017/05/31 10:28:22:071',14,0,-0.340081,2
4154,'2017/05/31 10:28:22:076',14,0,-0.339623,2
4155,'2017/05/31 10:28:22:086',14,0,-0.339166,2
4156,'2017/05/31 10:28:22:095',14,0,-0.33871,2
4157,'2017/05/31 10:28:22:129',14,0,-0.338255,2
4158,'2017/05/31 10:28:22:129',14,0,-0.337802,2
4159,'2017/05/31 10:28:22:129',14,0,-0.337349,2
4160,'2017/05/31 10:28:22:136',14,0,-0.336898,2
4161,'2017/05/31 10:28:22:165',14,0,-0.336449,2
4162,'2017/05/31 10:28:22:165',14,0,-0.336,2
4163,'2017/05/31 10:28:22:165',14,0,-0.335553,2
4164,'2017/05/31 10:28:22:182',14,0,-0.335106,2
4165,'2017/05/31 10:28:22:186',14,0,-0.334661,2
4166,'2017/05/31 10:28:22:204',14,0,-0.334218,2
4167,'2017/05/31 10:28:22:206',14,0,-0.333775,2
4168,'2017/05/31 10:28:22:215',14,0,-0.333333,2
4169,'2017/05/31 10:28:22:225',14,5,-0.356671,2
4170,'2017/05/31 10:28:22:237',14,5,-0.379947,2
4171,'2017/05/31 10:28:22:245',14,5,-0.396574,2
4172,'2017/05/31 10:28:22:256',14,5,-0.401316,2
4173,'2017/05/31 10:28:22:266',14,5,-0.406045,2
4174,'2017/05/31 10:28:22:276',14,2,-0.426509,2
4175,'2017/05/31 10:28:22:285',14,2,-0.44692,2
4176,'2017/05/31 10:28:22:301',14,2,-0.471204,2
4177,'2017/05/31 10:28:22:311',14,2,-0.50719,2
4178,'2017/05/31 10:28:22:327',14,2,-0.543081,2
4179,'2017/05/31 10:28:22:327',14,0,-0.563233,2
4180,'2017/05/31 10:28:22:336',14,0,-0.583333,2
4181,'2017/05/31 10:28:22:365',14,0,-0.605982,2
4182,'2017/05/31 10:28:22:366',14,0,-0.628571,2
4183,'2017/05/31 10:28:22:366',14,0,-0.651102,2
4184,'2017/05/31 10:28:22:382',14,0,-0.650259,2
4185,'2017/05/31 10:28:22:386',14,0,-0.649418,2
4186,'2017/05/31 10:28:22:398',14,0,-0.648579,2
4187,'2017/05/31 10:28:22:406',14,0,-0.647742,2
4188,'2017/05/31 10:28:22:417',14,0,-0.646907,2
4189,'2017/05/31 10:28:22:426',14,0,-0.646075,2
4190,'2017/05/31 10:28:22:445',14,0,-0.645244,2
4191,'2017/05/31 10:28:22:447',14,0,-0.644416,2
4192,'2017/05/31 10:28:22:456',14,0,-0.64359,2
4193,'2017/05/31 10:28:22:465',14,0,-0.642766,2
4194,'2017/05/31 10:28:22:475',14,0,-0.641944,2
4195,'2017/05/31 10:28:22:486',14,0,-0.641124,2
4196,'2017/05/31 10:28:22:495',14,0,-0.640306,2
4197,'2017/05/31 10:28:22:521',14,0,-0.63949,2
4198,'2017/05/31 10:28:22:521',14,0,-0.638677,2
4199,'2017/05/31 10:28:22:532',14,2,-0.637865,2
4200,'2017/05/31 10:28:22:536',14,2,-0.637056,2
4201,'2017/05/31 10:28:22:565',14,2,-0.633714,2
4202,'2017/05/31 10:28:22:565',14,2,-0.633714,2
4203,'2017/05/31 10:28:22:567',14,2,-0.63038,2
4204,'2017/05/31 10:28:22:583',14,12,-0.627054,2
4205,'2017/05/31 10:28:22:585',14,12,-0.620429,2
4206,'2017/05/31 10:28:22:595',14,12,-0.604534,2
4207,'2017/05/31 10:28:22:608',14,12,-0.588679,2
4208,'2017/05/31 10:28:22:616',14,12,-0.572864,2
4209,'2017/05/31 10:28:22:634',14,5,-0.557089,2
4210,'2017/05/31 10:28:22:636',14,5,-0.541353,2
4211,'2017/05/31 10:28:22:645',14,5,-0.534418,2
4212,'2017/05/31 10:28:22:660',14,5,-0.50875,2
4213,'2017/05/31 10:28:22:665',14,5,-0.483146,2
4214,'2017/05/31 10:28:22:678',14,0,-0.457606,2
4215,'2017/05/31 10:30:08:716',15,38,-8.076412,2
4216,'2017/05/31 10:30:08:716',15,38,-8.076412,2
4217,'2017/05/31 10:30:08:725',15,38,-8.036424,2
4218,'2017/05/31 10:30:08:738',15,38,-7.877888,2
4219,'2017/05/31 10:30:08:778',15,38,-7.720395,2
4220,'2017/05/31 10:30:08:778',15,38,-7.563934,2
4221,'2017/05/31 10:30:08:778',15,38,-7.408497,2
4222,'2017/05/31 10:30:08:778',15,38,-7.254072,2
4223,'2017/05/31 10:30:08:813',15,38,-7.100649,2
4224,'2017/05/31 10:30:08:813',15,38,-6.94822,2
4225,'2017/05/31 10:30:08:813',15,38,-6.77742,2
4226,'2017/05/31 10:30:08:815',15,31,-6.607717,2
4227,'2017/05/31 10:30:08:828',15,31,-6.464744,2
4228,'2017/05/31 10:30:08:846',15,31,-6.345048,2
4229,'2017/05/31 10:30:08:847',15,31,-6.226115,2
4230,'2017/05/31 10:30:08:863',15,31,-6.107936,2
4231,'2017/05/31 10:30:08:865',15,44,-5.990506,2
4232,'2017/05/31 10:30:08:875',15,44,-5.911672,2
4233,'2017/05/31 10:30:08:895',15,44,-5.792453,2
4234,'2017/05/31 10:30:08:895',15,44,-5.673981,2
4235,'2017/05/31 10:30:08:905',15,44,-5.55625,2
4236,'2017/05/31 10:30:08:921',15,44,-5.439252,2
4237,'2017/05/31 10:30:08:925',15,44,-5.26087,2
4238,'2017/05/31 10:30:08:952',15,44,-5.083591,2
4239,'2017/05/31 10:30:08:952',15,44,-4.907407,2
4240,'2017/05/31 10:30:08:955',15,44,-4.741539,2
4241,'2017/05/31 10:30:08:965',15,44,-4.741539,2
4242,'2017/05/31 10:30:08:992',15,44,-4.539877,2
4243,'2017/05/31 10:30:08:992',15,44,-4.339449,2
4244,'2017/05/31 10:30:08:997',15,44,-3.942249,2
4245,'2017/05/31 10:30:09:016',15,44,-3.793939,2
4246,'2017/05/31 10:30:09:016',15,41,-3.646526,2
4247,'2017/05/31 10:30:09:025',15,41,-3.481928,2
4248,'2017/05/31 10:30:09:042',15,41,-3.327327,2
4249,'2017/05/31 10:30:09:046',15,41,-3.173653,2
4250,'2017/05/31 10:30:09:059',15,41,-3.002985,2
4251,'2017/05/31 10:30:09:065',15,54,-2.833333,2
4252,'2017/05/31 10:30:09:076',15,54,-2.664688,2
4253,'2017/05/31 10:30:09:090',15,54,-2.45858,2
4254,'2017/05/31 10:30:09:095',15,54,-2.253687,2
4255,'2017/05/31 10:30:09:105',15,54,-2.041177,2
4256,'2017/05/31 10:30:09:115',15,51,-1.829912,2
4257,'2017/05/31 10:30:09:126',15,51,-1.619883,2
4258,'2017/05/31 10:30:09:151',15,51,-1.619883,2
4259,'2017/05/31 10:30:09:151',15,51,-1.419825,2
4260,'2017/05/31 10:30:09:155',15,51,-1.22093,2
4261,'2017/05/31 10:30:09:165',15,51,-0.82659,2
4262,'2017/05/31 10:30:09:193',15,51,-0.665706,2
4263,'2017/05/31 10:30:09:193',15,51,-0.665706,2
4264,'2017/05/31 10:30:09:195',15,51,-0.505747,2
4265,'2017/05/31 10:30:09:210',15,51,-0.335244,2
4266,'2017/05/31 10:30:09:215',15,54,-0.008547,2
4267,'2017/05/31 10:30:09:226',15,54,0.176136,2
4268,'2017/05/31 10:30:09:235',15,54,0.368272,2
4269,'2017/05/31 10:30:09:254',15,54,0.559322,2
4270,'2017/05/31 10:30:09:255',15,54,0.766197,2
4271,'2017/05/31 10:30:09:266',15,51,0.97191,2
4272,'2017/05/31 10:30:09:281',15,51,1.215686,2
4273,'2017/05/31 10:30:09:285',15,51,1.449721,2
4274,'2017/05/31 10:30:09:295',15,51,1.682451,2
4275,'2017/05/31 10:30:09:307',15,51,1.886111,2
4276,'2017/05/31 10:30:09:315',15,51,2.088643,2
4277,'2017/05/31 10:30:09:325',15,51,2.31768,2
4278,'2017/05/31 10:30:09:359',15,51,2.545455,2
4279,'2017/05/31 10:30:09:359',15,51,2.771978,2
4280,'2017/05/31 10:30:09:359',15,51,2.989041,2
4281,'2017/05/31 10:30:09:365',15,57,3.204918,2
4282,'2017/05/31 10:30:09:377',15,57,3.419619,2
4283,'2017/05/31 10:30:09:400',15,57,3.649457,2
4284,'2017/05/31 10:30:09:400',15,57,3.878049,2
4285,'2017/05/31 10:30:09:405',15,57,4.097297,2
4286,'2017/05/31 10:30:09:415',15,54,4.315364,2
4287,'2017/05/31 10:30:09:427',15,54,4.532258,2
4288,'2017/05/31 10:30:09:444',15,54,4.739946,2
4289,'2017/05/31 10:30:09:446',15,54,4.946524,2
4290,'2017/05/31 10:30:09:463',15,54,5.152,2
4291,'2017/05/31 10:30:09:465',15,51,5.356383,2
4292,'2017/05/31 10:30:09:476',15,51,5.559682,2
4293,'2017/05/31 10:30:09:493',15,51,5.753968,2
4294,'2017/05/31 10:30:09:495',15,51,5.947229,2
4295,'2017/05/31 10:30:09:506',15,51,6.123684,2
4296,'2017/05/31 10:30:09:519',15,57,6.299212,2
4297,'2017/05/31 10:30:09:525',15,57,6.473822,2
4298,'2017/05/31 10:30:09:552',15,57,6.663186,2
4299,'2017/05/31 10:30:09:552',15,57,6.851563,2
4300,'2017/05/31 10:30:09:555',15,57,7.038961,2
4301,'2017/05/31 10:30:09:565',15,57,7.225389,2
4302,'2017/05/31 10:30:09:577',15,57,7.410853,2
4303,'2017/05/31 10:30:09:601',15,57,7.595361,2
4304,'2017/05/31 10:30:09:602',15,57,7.77892,2
4305,'2017/05/31 10:30:09:605',15,57,7.951282,2
4306,'2017/05/31 10:30:09:615',15,57,8.122762,2
4307,'2017/05/31 10:30:09:627',15,57,8.283163,2
4308,'2017/05/31 10:30:09:643',15,57,8.442748,2
4309,'2017/05/31 10:30:09:645',15,57,8.601522,2
4310,'2017/05/31 10:30:09:662',15,57,8.759494,2
4311,'2017/05/31 10:30:09:665',15,57,8.916667,2
4312,'2017/05/31 10:30:09:675',15,57,9.073048,2
4313,'2017/05/31 10:30:09:688',15,57,9.228643,2
4314,'2017/05/31 10:30:09:695',15,57,9.383459,2
4315,'2017/05/31 10:30:09:705',15,57,9.5375,2
4316,'2017/05/31 10:30:09:715',15,57,9.690773,2
4317,'2017/05/31 10:30:09:725',15,54,9.664179,2
4318,'2017/05/31 10:30:09:751',15,54,9.637717,2
4319,'2017/05/31 10:30:09:751',15,54,9.637717,2
4320,'2017/05/31 10:30:09:755',15,54,9.60396,2
4321,'2017/05/31 10:30:09:765',15,54,9.570371,2
4322,'2017/05/31 10:30:09:792',15,54,9.536945,2
4323,'2017/05/31 10:30:09:792',15,54,9.503686,2
4324,'2017/05/31 10:30:09:795',15,54,9.470589,2
4325,'2017/05/31 10:30:09:810',15,54,9.437653,2
4326,'2017/05/31 10:30:09:815',15,54,9.381995,2
4327,'2017/05/31 10:30:09:826',15,51,9.393204,2
4328,'2017/05/31 10:30:09:846',15,51,9.404358,2
4329,'2017/05/31 10:30:09:846',15,51,9.408213,2
4330,'2017/05/31 10:30:09:855',15,51,9.412048,2
4331,'2017/05/31 10:30:09:868',15,51,9.430288,2
4332,'2017/05/31 10:30:09:875',15,47,9.386091,2
4333,'2017/05/31 10:30:09:896',15,47,9.342105,2
4334,'2017/05/31 10:30:09:896',15,47,9.288783,2
4335,'2017/05/31 10:30:09:905',15,47,9.235714,2
4336,'2017/05/31 10:30:09:915',15,47,9.159145,2
4337,'2017/05/31 10:30:09:925',15,47,9.082938,2
4338,'2017/05/31 10:30:09:953',15,47,9.007092,2
4339,'2017/05/31 10:30:09:953',15,47,8.931603,2
4340,'2017/05/31 10:30:09:955',15,47,8.856471,2
4341,'2017/05/31 10:30:09:965',15,47,8.767606,2
4342,'2017/05/31 10:30:09:991',15,54,8.679157,2
4343,'2017/05/31 10:30:09:991',15,54,8.591122,2
4344,'2017/05/31 10:30:09:995',15,54,8.519814,2
4345,'2017/05/31 10:30:10:010',15,54,8.448837,2
4346,'2017/05/31 10:30:10:016',15,54,8.37123,2
4347,'2017/05/31 10:30:10:026',15,47,8.30787,2
4348,'2017/05/31 10:30:10:035',15,47,8.244803,2
4349,'2017/05/31 10:30:10:045',15,47,8.165898,2
4350,'2017/05/31 10:30:10:059',15,47,8.087357,2
4351,'2017/05/31 10:30:10:065',15,47,8.009174,2
4352,'2017/05/31 10:30:10:075',15,47,7.871853,2
4353,'2017/05/31 10:30:10:093',15,47,7.73516,2
4354,'2017/05/31 10:30:10:095',15,47,7.599089,2
4355,'2017/05/31 10:30:10:105',15,47,7.463636,2
4356,'2017/05/31 10:30:10:115',15,47,7.328798,2
4357,'2017/05/31 10:30:10:125',15,51,7.208145,2
4358,'2017/05/31 10:30:10:152',15,51,7.088036,2
4359,'2017/05/31 10:30:10:153',15,51,6.977478,2
4360,'2017/05/31 10:30:10:155',15,51,6.867416,2
4361,'2017/05/31 10:30:10:165',15,51,6.7713,2
4362,'2017/05/31 10:30:10:193',15,51,6.675615,2
4363,'2017/05/31 10:30:10:193',15,51,6.675615,2
4364,'2017/05/31 10:30:10:198',15,51,6.580357,2
4365,'2017/05/31 10:30:10:210',15,51,6.485523,2
4366,'2017/05/31 10:30:10:215',15,51,6.290466,2
4367,'2017/05/31 10:30:10:226',15,51,6.176991,2
4368,'2017/05/31 10:30:10:235',15,51,6.064018,2
4369,'2017/05/31 10:30:10:252',15,51,5.951542,2
4370,'2017/05/31 10:30:10:255',15,51,5.839561,2
4371,'2017/05/31 10:30:10:265',15,51,5.712719,2
4372,'2017/05/31 10:30:10:278',15,54,5.599562,2
4373,'2017/05/31 10:30:10:286',15,54,5.486899,2
4374,'2017/05/31 10:30:10:295',15,54,5.381264,2
4375,'2017/05/31 10:30:10:306',15,54,5.276087,2
4376,'2017/05/31 10:30:10:315',15,54,5.160521,2
4377,'2017/05/31 10:30:10:335',15,51,5.045455,2
4378,'2017/05/31 10:30:10:343',15,51,4.930885,2
4379,'2017/05/31 10:30:10:345',15,51,4.810345,2
4380,'2017/05/31 10:30:10:368',15,51,4.690322,2
4381,'2017/05/31 10:30:10:368',15,51,4.570816,2
4382,'2017/05/31 10:30:10:375',15,47,4.426124,2
4383,'2017/05/31 10:30:10:409',15,47,4.282051,2
4384,'2017/05/31 10:30:10:410',15,47,4.130064,2
4385,'2017/05/31 10:30:10:410',15,47,3.978723,2
4386,'2017/05/31 10:30:10:415',15,47,3.828026,2
4387,'2017/05/31 10:30:10:426',15,44,3.690678,2
4388,'2017/05/31 10:30:10:444',15,44,3.553911,2
4389,'2017/05/31 10:30:10:445',15,44,3.411392,2
4390,'2017/05/31 10:30:10:455',15,44,3.269474,2
4391,'2017/05/31 10:30:10:468',15,44,3.128151,2
4392,'2017/05/31 10:30:10:475',15,41,3,2
4393,'2017/05/31 10:30:10:486',15,41,2.872385,2
4394,'2017/05/31 10:30:10:497',15,41,2.73904,2
4395,'2017/05/31 10:30:10:505',15,41,2.60625,2
4396,'2017/05/31 10:30:10:521',15,41,2.474012,2
4397,'2017/05/31 10:30:10:525',15,47,2.317427,2
4398,'2017/05/31 10:30:10:552',15,47,2.161491,2
4399,'2017/05/31 10:30:10:552',15,47,2.018595,2
4400,'2017/05/31 10:30:10:555',15,47,1.876289,2
4401,'2017/05/31 10:30:10:565',15,47,1.734568,2
4402,'2017/05/31 10:30:10:592',15,54,1.593429,2
4403,'2017/05/31 10:30:10:592',15,54,1.452869,2
4404,'2017/05/31 10:30:10:597',15,54,1.327198,2
4405,'2017/05/31 10:30:10:610',15,54,1.202041,2
4406,'2017/05/31 10:30:10:615',15,54,1.081466,2
4407,'2017/05/31 10:30:10:629',15,51,0.961382,2
4408,'2017/05/31 10:30:10:635',15,51,0.841785,2
4409,'2017/05/31 10:30:10:645',15,51,0.716599,2
4410,'2017/05/31 10:30:10:657',15,51,0.591919,2
4411,'2017/05/31 10:30:10:666',15,51,0.467742,2
4412,'2017/05/31 10:30:10:675',15,44,0.344064,2
4413,'2017/05/31 10:30:10:693',15,44,0.220884,2
4414,'2017/05/31 10:30:10:695',15,44,0.084168,2
4415,'2017/05/31 10:30:10:705',15,44,-0.052,2
4416,'2017/05/31 10:30:10:718',15,44,-0.314115,2
4417,'2017/05/31 10:30:10:726',15,44,-0.376984,2
4418,'2017/05/31 10:30:10:752',15,47,-0.427723,2
4419,'2017/05/31 10:30:10:752',15,47,-0.427723,2
4420,'2017/05/31 10:30:10:755',15,47,-0.472332,2
4421,'2017/05/31 10:30:10:791',15,47,-0.516765,2
4422,'2017/05/31 10:30:10:791',15,47,-0.561024,2
4423,'2017/05/31 10:30:10:791',15,47,-0.605108,2
4424,'2017/05/31 10:30:10:795',15,47,-0.64902,2
4425,'2017/05/31 10:30:10:812',15,47,-0.692759,2
4426,'2017/05/31 10:30:10:815',15,47,-0.793372,2
4427,'2017/05/31 10:30:10:832',15,47,-0.850195,2
4428,'2017/05/31 10:30:10:836',15,41,-0.895146,2
4429,'2017/05/31 10:30:10:845',15,41,-0.939922,2
4430,'2017/05/31 10:30:10:864',15,41,-0.996132,2
4431,'2017/05/31 10:30:10:865',15,41,-1.027027,2
4432,'2017/05/31 10:30:10:875',15,41,-1.057804,2
4433,'2017/05/31 10:30:10:885',15,44,-1.073077,2
4434,'2017/05/31 10:30:10:895',15,44,-1.088292,2
4435,'2017/05/31 10:30:10:905',15,44,-1.097701,2
4436,'2017/05/31 10:30:10:915',15,44,-1.107075,2
4437,'2017/05/31 10:30:10:930',15,44,-1.116412,2
4438,'2017/05/31 10:30:10:940',15,54,-1.125714,2
4439,'2017/05/31 10:30:10:956',15,54,-1.134981,2
4440,'2017/05/31 10:30:10:956',15,54,-1.125237,2
4441,'2017/05/31 10:30:10:965',15,54,-1.11553,2
4442,'2017/05/31 10:30:10:976',15,54,-1.10586,2
4443,'2017/05/31 10:30:11:009',15,57,-1.122642,2
4444,'2017/05/31 10:30:11:009',15,57,-1.13936,2
4445,'2017/05/31 10:30:11:009',15,57,-1.150376,2
4446,'2017/05/31 10:30:11:015',15,57,-1.166979,2
4447,'2017/05/31 10:30:11:027',15,57,-1.183521,2
4448,'2017/05/31 10:30:11:035',15,47,-1.173832,2
4449,'2017/05/31 10:30:11:054',15,47,-1.164179,2
4450,'2017/05/31 10:30:11:055',15,47,-1.173184,2
4451,'2017/05/31 10:30:11:065',15,47,-1.157993,2
4452,'2017/05/31 10:30:11:079',15,47,-1.142857,2
4453,'2017/05/31 10:30:11:085',15,44,-1.127778,2
4454,'2017/05/31 10:30:11:095',15,44,-1.112754,2
4455,'2017/05/31 10:30:11:108',15,44,-1.103321,2
4456,'2017/05/31 10:30:11:115',15,44,-1.099447,2
4457,'2017/05/31 10:30:11:135',15,44,-1.095588,2
4458,'2017/05/31 10:30:11:143',15,54,-1.106422,2
4459,'2017/05/31 10:30:11:145',15,54,-1.117216,2
4460,'2017/05/31 10:30:11:168',15,54,-1.109689,2
4461,'2017/05/31 10:30:11:168',15,54,-1.10219,2
4462,'2017/05/31 10:30:11:176',15,54,-1.094718,2
4463,'2017/05/31 10:30:11:210',15,54,-1.087273,2
4464,'2017/05/31 10:30:11:210',15,54,-1.079855,2
4465,'2017/05/31 10:30:11:210',15,54,-1.072464,2
4466,'2017/05/31 10:30:11:215',15,54,-1.059675,2
4467,'2017/05/31 10:30:11:227',15,54,-1.046931,2
4468,'2017/05/31 10:30:11:243',15,51,-1.034234,2
4469,'2017/05/31 10:30:11:245',15,51,-1.021583,2
4470,'2017/05/31 10:30:11:255',15,51,-1.014363,2
4471,'2017/05/31 10:30:11:269',15,51,-1.012545,2
4472,'2017/05/31 10:30:11:275',15,51,-1.010733,2
4473,'2017/05/31 10:30:11:285',15,44,-1.019643,2
4474,'2017/05/31 10:30:11:296',15,44,-1.02852,2
4475,'2017/05/31 10:30:11:305',15,44,-1.049822,2
4476,'2017/05/31 10:30:11:325',15,44,-1.071048,2
4477,'2017/05/31 10:30:11:325',15,44,-1.092199,2
4478,'2017/05/31 10:30:11:353',15,47,-1.102655,2
4479,'2017/05/31 10:30:11:353',15,47,-1.113074,2
4480,'2017/05/31 10:30:11:355',15,47,-1.118166,2
4481,'2017/05/31 10:30:11:365',15,47,-1.112676,2
4482,'2017/05/31 10:30:11:393',15,47,-1.107206,2
4483,'2017/05/31 10:30:11:393',15,47,-1.087719,2
4484,'2017/05/31 10:30:11:395',15,47,-1.068301,2
4485,'2017/05/31 10:30:11:411',15,47,-1.048951,2
4486,'2017/05/31 10:30:11:415',15,47,-1.034904,2
4487,'2017/05/31 10:30:11:426',15,47,-1.020906,2
4488,'2017/05/31 10:30:11:436',15,51,-0.996522,2
4489,'2017/05/31 10:30:11:446',15,51,-0.972222,2
4490,'2017/05/31 10:30:11:455',15,51,-0.941075,2
4491,'2017/05/31 10:30:11:473',15,51,-0.915225,2
4492,'2017/05/31 10:30:11:475',15,51,-0.889465,2
4493,'2017/05/31 10:30:11:485',15,44,-0.853448,2
4494,'2017/05/31 10:30:11:502',15,44,-0.817556,2
4495,'2017/05/31 10:30:11:505',15,44,-0.793814,2
4496,'2017/05/31 10:30:11:515',15,44,-0.759863,2
4497,'2017/05/31 10:30:11:535',15,44,-0.726027,2
4498,'2017/05/31 10:30:11:543',15,44,-0.712821,2
4499,'2017/05/31 10:30:11:548',15,44,-0.699659,2
4500,'2017/05/31 10:30:11:569',15,44,-0.686542,2
4501,'2017/05/31 10:30:11:569',15,44,-0.673469,2
4502,'2017/05/31 10:30:11:576',15,44,-0.660441,2
4503,'2017/05/31 10:30:11:609',15,44,-0.671186,2
4504,'2017/05/31 10:30:11:609',15,44,-0.681895,2
4505,'2017/05/31 10:30:11:609',15,44,-0.692568,2
4506,'2017/05/31 10:30:11:615',15,44,-0.703204,2
4507,'2017/05/31 10:30:11:626',15,44,-0.713805,2
4508,'2017/05/31 10:30:11:643',15,31,-0.714286,2
4509,'2017/05/31 10:30:11:645',15,31,-0.714765,2
4510,'2017/05/31 10:30:11:663',15,31,-0.737018,2
4511,'2017/05/31 10:30:11:665',15,31,-0.759197,2
4512,'2017/05/31 10:30:11:675',15,31,-0.781302,2
4513,'2017/05/31 10:30:11:694',15,38,-0.78,2
4514,'2017/05/31 10:30:11:695',15,38,-0.778702,2
4515,'2017/05/31 10:30:11:706',15,38,-0.765781,2
4516,'2017/05/31 10:30:11:721',15,38,-0.752902,2
4517,'2017/05/31 10:30:11:725',15,38,-0.745033,2
4518,'2017/05/31 10:30:11:753',15,38,-0.73719,2
4519,'2017/05/31 10:30:11:753',15,38,-0.739274,2
4520,'2017/05/31 10:30:11:755',15,38,-0.741351,2
4521,'2017/05/31 10:30:11:790',15,38,-0.743421,2
4522,'2017/05/31 10:30:11:790',15,38,-0.745484,2
4523,'2017/05/31 10:30:11:790',15,38,-0.747541,2
4524,'2017/05/31 10:30:11:795',15,44,-0.749591,2
4525,'2017/05/31 10:30:11:812',15,44,-0.751634,2
4526,'2017/05/31 10:30:11:815',15,44,-0.743883,2
4527,'2017/05/31 10:30:11:826',15,44,-0.741042,2
4528,'2017/05/31 10:30:11:835',15,44,-0.738211,2
4529,'2017/05/31 10:30:11:849',15,44,-0.715909,2
4530,'2017/05/31 10:30:11:855',15,44,-0.693679,2
4531,'2017/05/31 10:30:11:865',15,44,-0.671521,2
4532,'2017/05/31 10:30:11:878',15,44,-0.655897,2
