@relation dataset

@attribute ID numeric
@attribute Time date 'yyyy/MM/dd HH:mm:ss:SSS'
@attribute 'Training round' numeric
@attribute inputs-1 numeric
@attribute inputs-2 numeric
@attribute outputs-1 {0,1,2,3,4}

@data
9561,'2017/05/31 10:57:51:921',25,38,-0.884013,2
9562,'2017/05/31 10:57:51:942',25,38,-0.877934,2
9563,'2017/05/31 10:57:51:942',25,38,-0.871875,2
9564,'2017/05/31 10:57:51:951',25,38,-0.865835,2
9565,'2017/05/31 10:57:51:968',25,38,-0.859813,2
9566,'2017/05/31 10:57:51:971',25,38,-0.85381,2
9567,'2017/05/31 10:57:51:981',25,38,-0.841615,2
9568,'2017/05/31 10:57:52:001',25,38,-0.829457,2
9569,'2017/05/31 10:57:52:001',25,38,-0.835913,2
9570,'2017/05/31 10:57:52:015',25,38,-0.842349,2
9571,'2017/05/31 10:57:52:021',25,38,-0.848765,2
9572,'2017/05/31 10:57:52:049',25,38,-0.855162,2
9573,'2017/05/31 10:57:52:049',25,38,-0.861538,2
9574,'2017/05/31 10:57:52:051',25,38,-0.889401,2
9575,'2017/05/31 10:57:52:067',25,38,-0.917178,2
9576,'2017/05/31 10:57:52:071',25,38,-0.94487,2
9577,'2017/05/31 10:57:52:082',25,38,-0.96789,2
9578,'2017/05/31 10:57:52:101',25,38,-0.99084,2
9579,'2017/05/31 10:57:52:101',25,41,-1.004573,2
9580,'2017/05/31 10:57:52:111',25,41,-1.018265,2
9581,'2017/05/31 10:57:52:121',25,41,-1.027356,2
9582,'2017/05/31 10:57:52:134',25,41,-1.047041,2
9583,'2017/05/31 10:57:52:141',25,41,-1.066667,2
9584,'2017/05/31 10:57:52:151',25,38,-1.086233,2
9585,'2017/05/31 10:57:52:163',25,38,-1.10574,2
9586,'2017/05/31 10:57:52:171',25,38,-1.129713,2
9587,'2017/05/31 10:57:52:187',25,38,-1.153614,2
9588,'2017/05/31 10:57:52:193',25,38,-1.177444,2
9589,'2017/05/31 10:57:52:209',25,44,-1.189189,2
9590,'2017/05/31 10:57:52:211',25,44,-1.2009,2
9591,'2017/05/31 10:57:52:221',25,44,-1.203593,2
9592,'2017/05/31 10:57:52:248',25,44,-1.210762,2
9593,'2017/05/31 10:57:52:248',25,44,-1.21791,2
9594,'2017/05/31 10:57:52:251',25,51,-1.23696,2
9595,'2017/05/31 10:57:52:267',25,51,-1.255952,2
9596,'2017/05/31 10:57:52:271',25,51,-1.264487,2
9597,'2017/05/31 10:57:52:282',25,51,-1.272997,2
9598,'2017/05/31 10:57:52:292',25,51,-1.281482,2
9599,'2017/05/31 10:57:52:302',25,51,-1.298817,2
9600,'2017/05/31 10:57:52:311',25,51,-1.3161,2
9601,'2017/05/31 10:57:52:329',25,51,-1.333333,2
9602,'2017/05/31 10:57:52:331',25,51,-1.346097,2
9603,'2017/05/31 10:57:52:341',25,51,-1.358824,2
9604,'2017/05/31 10:57:52:351',25,51,-1.350955,2
9605,'2017/05/31 10:57:52:364',25,51,-1.343109,2
9606,'2017/05/31 10:57:52:372',25,51,-1.335286,2
9607,'2017/05/31 10:57:52:381',25,51,-1.30848,2
9608,'2017/05/31 10:57:52:410',25,51,-1.281752,2
9609,'2017/05/31 10:57:52:410',25,44,-1.246356,2
9610,'2017/05/31 10:57:52:411',25,44,-1.211063,2
9611,'2017/05/31 10:57:52:421',25,44,-1.186046,2
9612,'2017/05/31 10:57:52:448',25,44,-1.150943,2
9613,'2017/05/31 10:57:52:449',25,44,-1.115942,2
9614,'2017/05/31 10:57:52:451',25,41,-1.081042,2
9615,'2017/05/31 10:57:52:467',25,41,-1.046243,2
9616,'2017/05/31 10:57:52:471',25,41,-1.015873,2
9617,'2017/05/31 10:57:52:486',25,41,-0.995677,2
9618,'2017/05/31 10:57:52:492',25,41,-0.97554,2
9619,'2017/05/31 10:57:52:501',25,38,-0.96408,2
9620,'2017/05/31 10:57:52:518',25,38,-0.952654,2
9621,'2017/05/31 10:57:52:521',25,38,-0.945559,2
9622,'2017/05/31 10:57:52:531',25,38,-0.957082,2
9623,'2017/05/31 10:57:52:541',25,38,-0.968571,2
9624,'2017/05/31 10:57:52:552',25,47,-0.980029,2
9625,'2017/05/31 10:57:52:561',25,47,-0.991453,2
9626,'2017/05/31 10:57:52:580',25,47,-0.990043,2
9627,'2017/05/31 10:57:52:581',25,47,-0.988636,2
9628,'2017/05/31 10:57:52:606',25,47,-0.991489,2
9629,'2017/05/31 10:57:52:606',25,47,-0.994334,2
9630,'2017/05/31 10:57:52:611',25,54,-0.988685,2
9631,'2017/05/31 10:57:52:621',25,54,-0.983051,2
9632,'2017/05/31 10:57:52:647',25,54,-0.96756,2
9633,'2017/05/31 10:57:52:647',25,54,-0.933803,2
9634,'2017/05/31 10:57:52:652',25,54,-0.900141,2
9635,'2017/05/31 10:57:52:667',25,54,-0.838483,2
9636,'2017/05/31 10:57:52:671',25,54,-0.776999,2
9637,'2017/05/31 10:57:52:682',25,54,-0.715686,2
9638,'2017/05/31 10:57:52:693',25,54,-0.658741,2
9639,'2017/05/31 10:57:52:706',25,54,-0.601955,2
9640,'2017/05/31 10:57:52:711',25,47,-0.545328,2
9641,'2017/05/31 10:57:52:721',25,47,-0.488858,2
9642,'2017/05/31 10:57:52:736',25,47,-0.442281,2
9643,'2017/05/31 10:57:52:742',25,47,-0.405556,2
9644,'2017/05/31 10:57:52:751',25,47,-0.368932,2
9645,'2017/05/31 10:57:52:763',25,44,-0.34349,2
9646,'2017/05/31 10:57:52:771',25,44,-0.318119,2
9647,'2017/05/31 10:57:52:782',25,44,-0.296961,2
9648,'2017/05/31 10:57:52:802',25,44,-0.284138,2
9649,'2017/05/31 10:57:52:802',25,44,-0.27135,2
9650,'2017/05/31 10:57:52:817',25,44,-0.283356,2
9651,'2017/05/31 10:57:52:821',25,44,-0.29533,2
9652,'2017/05/31 10:57:52:847',25,44,-0.30727,2
9653,'2017/05/31 10:57:52:847',25,44,-0.319178,2
9654,'2017/05/31 10:57:52:851',25,44,-0.331053,2
9655,'2017/05/31 10:57:52:866',25,41,-0.334699,2
9656,'2017/05/31 10:57:52:871',25,41,-0.338336,2
9657,'2017/05/31 10:57:52:882',25,41,-0.346049,2
9658,'2017/05/31 10:57:52:896',25,41,-0.353741,2
9659,'2017/05/31 10:57:52:902',25,41,-0.361413,2
9660,'2017/05/31 10:57:52:911',25,44,-0.352782,2
9661,'2017/05/31 10:57:52:923',25,44,-0.344173,2
9662,'2017/05/31 10:57:52:931',25,44,-0.331529,2
9663,'2017/05/31 10:57:52:941',25,44,-0.318919,2
9664,'2017/05/31 10:57:52:958',25,44,-0.306343,2
9665,'2017/05/31 10:57:52:961',25,44,-0.293801,2
9666,'2017/05/31 10:57:52:971',25,44,-0.281292,2
9667,'2017/05/31 10:57:52:981',25,44,-0.268817,2
9668,'2017/05/31 10:57:52:992',25,44,-0.248322,2
9669,'2017/05/31 10:57:53:002',25,44,-0.227882,2
9670,'2017/05/31 10:57:53:023',25,47,-0.207497,2
9671,'2017/05/31 10:57:53:024',25,47,-0.187166,2
9672,'2017/05/31 10:57:53:032',25,47,-0.162884,2
9673,'2017/05/31 10:57:53:065',25,47,-0.129333,2
9674,'2017/05/31 10:57:53:065',25,47,-0.095872,2
9675,'2017/05/31 10:57:53:065',25,44,-0.0625,2
9676,'2017/05/31 10:57:53:071',25,44,-0.029216,2
9677,'2017/05/31 10:57:53:083',25,44,0,2
9678,'2017/05/31 10:57:53:100',25,44,0.025166,2
9679,'2017/05/31 10:57:53:101',25,44,0.050265,2
9680,'2017/05/31 10:57:53:117',25,38,0.067371,2
9681,'2017/05/31 10:57:53:121',25,38,0.084433,2
9682,'2017/05/31 10:57:53:131',25,38,0.093544,2
9683,'2017/05/31 10:57:53:142',25,38,0.102632,2
9684,'2017/05/31 10:57:53:153',25,38,0.111695,2
9685,'2017/05/31 10:57:53:161',25,38,0.128609,2
9686,'2017/05/31 10:57:53:176',25,38,0.145478,2
9687,'2017/05/31 10:57:53:182',25,38,0.162304,2
9688,'2017/05/31 10:57:53:207',25,38,0.173856,2
9689,'2017/05/31 10:57:53:207',25,38,0.185379,2
9690,'2017/05/31 10:57:53:211',25,38,0.181226,2
9691,'2017/05/31 10:57:53:221',25,38,0.177083,2
9692,'2017/05/31 10:57:53:248',25,38,0.172952,2
9693,'2017/05/31 10:57:53:248',25,38,0.174026,2
9694,'2017/05/31 10:57:53:251',25,38,0.175097,2
9695,'2017/05/31 10:57:53:267',25,38,0.158031,2
9696,'2017/05/31 10:57:53:271',25,38,0.141009,2
9697,'2017/05/31 10:57:53:282',25,38,0.124031,2
9698,'2017/05/31 10:57:53:292',25,38,0.110968,2
9699,'2017/05/31 10:57:53:304',25,38,0.097938,2
9700,'2017/05/31 10:57:53:311',25,38,0.084942,2
9701,'2017/05/31 10:57:53:321',25,38,0.071979,2
9702,'2017/05/31 10:57:53:335',25,38,0.05905,2
9703,'2017/05/31 10:57:53:342',25,38,0.037179,2
9704,'2017/05/31 10:57:53:351',25,38,0.015365,2
9705,'2017/05/31 10:57:53:365',25,44,-0.006394,2
9706,'2017/05/31 10:57:53:371',25,44,-0.028097,2
9707,'2017/05/31 10:57:53:382',25,44,-0.042092,2
9708,'2017/05/31 10:57:53:395',25,44,-0.059873,2
9709,'2017/05/31 10:57:53:401',25,44,-0.077608,2
9710,'2017/05/31 10:57:53:423',25,44,-0.07751,2
9711,'2017/05/31 10:57:53:424',25,44,-0.077411,2
9712,'2017/05/31 10:57:53:432',25,44,-0.077313,2
9713,'2017/05/31 10:57:53:465',25,44,-0.077215,2
9714,'2017/05/31 10:57:53:465',25,44,-0.077118,2
9715,'2017/05/31 10:57:53:465',25,38,-0.069444,2
9716,'2017/05/31 10:57:53:471',25,38,-0.061791,2
9717,'2017/05/31 10:57:53:483',25,38,-0.061713,2
9718,'2017/05/31 10:57:53:499',25,38,-0.057862,2
9719,'2017/05/31 10:57:53:501',25,38,-0.05402,2
9720,'2017/05/31 10:57:53:511',25,34,-0.04266,2
9721,'2017/05/31 10:57:53:526',25,34,-0.031328,2
9722,'2017/05/31 10:57:53:532',25,34,-0.025031,2
9723,'2017/05/31 10:57:53:541',25,34,-0.01875,2
9724,'2017/05/31 10:57:53:552',25,34,-0.012484,2
9725,'2017/05/31 10:57:53:561',25,18,-0.028678,2
9726,'2017/05/31 10:59:59:103',26,620,4.106312,1
9727,'2017/05/31 10:59:59:104',26,620,4.106312,1
9728,'2017/05/31 10:59:59:112',26,620,3.983444,1
9729,'2017/05/31 10:59:59:133',26,620,3.874588,1
9730,'2017/05/31 10:59:59:134',26,620,3.766447,1
9731,'2017/05/31 10:59:59:143',26,620,3.766447,1
9732,'2017/05/31 10:59:59:184',26,633,3.659016,1
9733,'2017/05/31 10:59:59:184',26,633,3.552288,1
9734,'2017/05/31 10:59:59:184',26,633,3.425325,1
9735,'2017/05/31 10:59:59:184',26,633,3.36246,1
9736,'2017/05/31 10:59:59:193',26,633,3.3,1
9737,'2017/05/31 10:59:59:208',26,642,3.237942,1
9738,'2017/05/31 10:59:59:213',26,642,3.176282,1
9739,'2017/05/31 10:59:59:227',26,642,3.14377,1
9740,'2017/05/31 10:59:59:233',26,642,3.111465,1
9741,'2017/05/31 10:59:59:243',26,642,3.088889,1
9742,'2017/05/31 10:59:59:257',26,655,3.066456,1
9743,'2017/05/31 10:59:59:262',26,655,3.044164,1
9744,'2017/05/31 10:59:59:272',26,655,3.062893,1
9745,'2017/05/31 10:59:59:285',26,655,3.081505,1
9746,'2017/05/31 10:59:59:293',26,655,3.1,1
9747,'2017/05/31 10:59:59:302',26,655,3.11838,1
9748,'2017/05/31 10:59:59:318',26,655,3.180124,1
9749,'2017/05/31 10:59:59:323',26,655,3.241486,1
9750,'2017/05/31 10:59:59:349',26,655,3.302469,1
9751,'2017/05/31 10:59:59:349',26,655,3.372308,1
9752,'2017/05/31 10:59:59:353',26,649,3.441718,1
9753,'2017/05/31 10:59:59:390',26,649,3.529052,1
9754,'2017/05/31 10:59:59:391',26,649,3.597561,1
9755,'2017/05/31 10:59:59:391',26,649,3.665653,1
9756,'2017/05/31 10:59:59:393',26,649,3.754545,1
9757,'2017/05/31 10:59:59:409',26,636,3.8429,1
9758,'2017/05/31 10:59:59:430',26,636,3.930723,1
9759,'2017/05/31 10:59:59:430',26,636,3.978979,1
9760,'2017/05/31 10:59:59:432',26,636,4.026946,1
9761,'2017/05/31 10:59:59:442',26,636,4.074627,1
9762,'2017/05/31 10:59:59:454',26,629,4.122024,1
9763,'2017/05/31 10:59:59:463',26,629,4.169139,1
9764,'2017/05/31 10:59:59:483',26,629,4.195266,1
9765,'2017/05/31 10:59:59:483',26,629,4.221239,1
9766,'2017/05/31 10:59:59:493',26,629,4.22647,1
9767,'2017/05/31 10:59:59:509',26,623,4.231671,1
9768,'2017/05/31 10:59:59:513',26,623,4.236842,1
9769,'2017/05/31 10:59:59:534',26,623,4.22449,1
9770,'2017/05/31 10:59:59:534',26,623,4.212209,1
9771,'2017/05/31 10:59:59:542',26,623,4.191304,1
9772,'2017/05/31 10:59:59:571',26,623,4.17052,1
9773,'2017/05/31 10:59:59:571',26,623,4.149856,1
9774,'2017/05/31 10:59:59:573',26,623,4.12931,1
9775,'2017/05/31 10:59:59:589',26,623,4.108882,1
9776,'2017/05/31 10:59:59:593',26,623,4.08,1
9777,'2017/05/31 10:59:59:604',26,623,4.051282,1
9778,'2017/05/31 10:59:59:612',26,623,4.005682,1
9779,'2017/05/31 10:59:59:622',26,623,3.96034,1
9780,'2017/05/31 10:59:59:632',26,623,3.915254,1
9781,'2017/05/31 10:59:59:643',26,623,3.870423,1
9782,'2017/05/31 10:59:59:659',26,626,3.825843,1
9783,'2017/05/31 10:59:59:662',26,626,3.759104,1
9784,'2017/05/31 10:59:59:673',26,626,3.701117,1
9785,'2017/05/31 10:59:59:691',26,626,3.643454,1
9786,'2017/05/31 10:59:59:693',26,626,3.586111,1
9787,'2017/05/31 10:59:59:702',26,633,3.529086,1
9788,'2017/05/31 10:59:59:715',26,633,3.472376,1
9789,'2017/05/31 10:59:59:722',26,633,3.435262,1
9790,'2017/05/31 10:59:59:746',26,633,3.398352,1
9791,'2017/05/31 10:59:59:746',26,633,3.361644,1
9792,'2017/05/31 10:59:59:752',26,633,3.325137,1
9793,'2017/05/31 10:59:59:788',26,633,3.326976,1
9794,'2017/05/31 10:59:59:788',26,633,3.328804,1
9795,'2017/05/31 10:59:59:788',26,633,3.330623,1
9796,'2017/05/31 10:59:59:793',26,633,3.332433,1
9797,'2017/05/31 10:59:59:805',26,633,3.334232,1
9798,'2017/05/31 10:59:59:812',26,633,3.35215,1
9799,'2017/05/31 10:59:59:831',26,633,3.369973,1
9800,'2017/05/31 10:59:59:833',26,633,3.387701,1
9801,'2017/05/31 10:59:59:843',26,633,3.405333,1
9802,'2017/05/31 10:59:59:858',26,623,3.422872,1
9803,'2017/05/31 10:59:59:862',26,623,3.424403,1
9804,'2017/05/31 10:59:59:872',26,623,3.399471,1
9805,'2017/05/31 10:59:59:885',26,623,3.37467,1
9806,'2017/05/31 10:59:59:893',26,623,3.35,1
9807,'2017/05/31 10:59:59:902',26,613,3.325459,1
9808,'2017/05/31 10:59:59:919',26,613,3.28534,1
9809,'2017/05/31 10:59:59:923',26,613,3.219321,1
9810,'2017/05/31 10:59:59:947',26,613,3.153646,1
9811,'2017/05/31 10:59:59:947',26,613,3.088312,1
9812,'2017/05/31 10:59:59:953',26,626,3.023316,1
9813,'2017/05/31 10:59:59:987',26,626,3.023316,1
9814,'2017/05/31 10:59:59:987',26,626,2.958656,1
9815,'2017/05/31 10:59:59:987',26,626,2.927835,1
9816,'2017/05/31 10:59:59:993',26,626,2.874359,1
9817,'2017/05/31 11:00:00:006',26,626,2.851662,1
9818,'2017/05/31 11:00:00:023',26,626,2.859694,1
9819,'2017/05/31 11:00:00:023',26,626,2.867684,1
9820,'2017/05/31 11:00:00:032',26,626,2.875634,1
9821,'2017/05/31 11:00:00:042',26,626,2.901266,1
9822,'2017/05/31 11:00:00:052',26,623,2.926768,1
9823,'2017/05/31 11:00:00:072',26,623,2.987406,1
9824,'2017/05/31 11:00:00:072',26,623,3.040201,1
9825,'2017/05/31 11:00:00:082',26,623,3.092732,1
9826,'2017/05/31 11:00:00:101',26,623,3.1525,1
9827,'2017/05/31 11:00:00:102',26,623,3.21197,1
9828,'2017/05/31 11:00:00:112',26,623,3.251244,1
9829,'2017/05/31 11:00:00:134',26,623,3.290323,1
9830,'2017/05/31 11:00:00:134',26,623,3.329208,1
9831,'2017/05/31 11:00:00:143',26,623,3.329208,1
9832,'2017/05/31 11:00:00:170',26,623,3.329208,1
9833,'2017/05/31 11:00:00:170',26,623,3.335803,1
9834,'2017/05/31 11:00:00:172',26,623,3.285012,1
9835,'2017/05/31 11:00:00:190',26,623,3.259804,1
9836,'2017/05/31 11:00:00:192',26,623,3.241463,1
9837,'2017/05/31 11:00:00:205',26,623,3.216545,1
9838,'2017/05/31 11:00:00:213',26,626,3.148058,1
9839,'2017/05/31 11:00:00:225',26,626,3.079903,1
9840,'2017/05/31 11:00:00:232',26,626,3.019324,1
9841,'2017/05/31 11:00:00:248',26,626,2.959036,1
9842,'2017/05/31 11:00:00:253',26,626,2.899039,1
9843,'2017/05/31 11:00:00:262',26,626,2.776978,1
9844,'2017/05/31 11:00:00:275',26,626,2.655502,1
9845,'2017/05/31 11:00:00:283',26,626,2.534606,1
9846,'2017/05/31 11:00:00:293',26,626,2.414286,1
9847,'2017/05/31 11:00:00:309',26,626,2.27791,1
9848,'2017/05/31 11:00:00:312',26,626,2.14218,1
9849,'2017/05/31 11:00:00:333',26,626,2.007092,1
9850,'2017/05/31 11:00:00:333',26,626,1.872642,1
9851,'2017/05/31 11:00:00:342',26,626,1.738824,1
9852,'2017/05/31 11:00:00:355',26,626,1.598592,1
9853,'2017/05/31 11:00:00:387',26,623,1.598592,1
9854,'2017/05/31 11:00:00:387',26,623,1.487119,1
9855,'2017/05/31 11:00:00:387',26,623,1.369159,1
9856,'2017/05/31 11:00:00:392',26,623,1.134884,1
9857,'2017/05/31 11:00:00:406',26,623,1.018561,1
9858,'2017/05/31 11:00:00:413',26,623,0.962963,1
9859,'2017/05/31 11:00:00:423',26,623,0.907621,1
9860,'2017/05/31 11:00:00:435',26,623,0.852535,1
9861,'2017/05/31 11:00:00:443',26,623,0.797701,1
9862,'2017/05/31 11:00:00:459',26,623,0.743119,1
9863,'2017/05/31 11:00:00:463',26,623,0.720824,1
9864,'2017/05/31 11:00:00:472',26,623,0.69863,1
9865,'2017/05/31 11:00:00:491',26,623,0.676538,1
9866,'2017/05/31 11:00:00:492',26,623,0.654545,1
9867,'2017/05/31 11:00:00:502',26,623,0.632653,1
9868,'2017/05/31 11:00:00:521',26,629,0.638009,1
9869,'2017/05/31 11:00:00:523',26,629,0.643341,1
9870,'2017/05/31 11:00:00:548',26,629,0.662162,1
9871,'2017/05/31 11:00:00:548',26,629,0.680899,1
9872,'2017/05/31 11:00:00:553',26,629,0.699552,1
9873,'2017/05/31 11:00:00:587',26,629,0.718121,1
9874,'2017/05/31 11:00:00:588',26,629,0.736607,1
9875,'2017/05/31 11:00:00:588',26,629,0.755011,1
9876,'2017/05/31 11:00:00:593',26,629,0.773333,1
9877,'2017/05/31 11:00:00:605',26,629,0.798226,1
9878,'2017/05/31 11:00:00:622',26,623,0.823009,1
9879,'2017/05/31 11:00:00:624',26,623,0.847682,1
9880,'2017/05/31 11:00:00:633',26,623,0.859031,1
9881,'2017/05/31 11:00:00:643',26,623,0.87033,1
9882,'2017/05/31 11:00:00:653',26,623,0.890351,1
9883,'2017/05/31 11:00:00:662',26,613,0.897155,1
9884,'2017/05/31 11:00:00:682',26,613,0.90393,1
9885,'2017/05/31 11:00:00:682',26,613,0.888889,1
9886,'2017/05/31 11:00:00:693',26,613,0.873913,1
9887,'2017/05/31 11:00:00:708',26,613,0.859002,1
9888,'2017/05/31 11:00:00:712',26,597,0.813853,1
9889,'2017/05/31 11:00:00:732',26,597,0.768898,1
9890,'2017/05/31 11:00:00:734',26,597,0.689655,1
9891,'2017/05/31 11:00:00:743',26,597,0.610753,1
9892,'2017/05/31 11:00:00:772',26,597,0.517167,1
9893,'2017/05/31 11:00:00:772',26,600,0.423983,1
9894,'2017/05/31 11:00:00:772',26,600,0.331197,1
9895,'2017/05/31 11:00:00:791',26,600,0.245203,1
9896,'2017/05/31 11:00:00:793',26,600,0.159574,1
9897,'2017/05/31 11:00:00:805',26,600,0.067941,1
9898,'2017/05/31 11:00:00:812',26,620,-0.023305,1
9899,'2017/05/31 11:00:00:831',26,620,-0.114165,1
9900,'2017/05/31 11:00:00:833',26,620,-0.162447,1
9901,'2017/05/31 11:00:00:843',26,620,-0.210526,1
9902,'2017/05/31 11:00:00:857',26,620,-0.252101,1
9903,'2017/05/31 11:00:00:863',26,629,-0.251572,1
9904,'2017/05/31 11:00:00:873',26,629,-0.251046,1
9905,'2017/05/31 11:00:00:887',26,629,-0.231733,1
9906,'2017/05/31 11:00:00:893',26,629,-0.2125,1
9907,'2017/05/31 11:00:00:909',26,629,-0.18711,1
9908,'2017/05/31 11:00:00:913',26,629,-0.120332,1
9909,'2017/05/31 11:00:00:932',26,629,-0.05383,1
9910,'2017/05/31 11:00:00:932',26,629,0.012397,1
9911,'2017/05/31 11:00:00:942',26,629,0.078351,1
9912,'2017/05/31 11:00:00:970',26,629,0.144033,1
9913,'2017/05/31 11:00:00:970',26,629,0.144033,1
9914,'2017/05/31 11:00:00:973',26,629,0.156057,1
9915,'2017/05/31 11:00:00:989',26,629,0.168033,1
9916,'2017/05/31 11:00:00:993',26,629,0.191837,1
9917,'2017/05/31 11:00:01:009',26,629,0.191446,1
9918,'2017/05/31 11:00:01:013',26,613,0.191057,1
9919,'2017/05/31 11:00:01:022',26,613,0.190669,1
9920,'2017/05/31 11:00:01:041',26,613,0.157895,1
9921,'2017/05/31 11:00:01:043',26,613,0.125253,1
9922,'2017/05/31 11:00:01:052',26,613,0.078629,1
9923,'2017/05/31 11:00:01:065',26,607,0.044266,1
9924,'2017/05/31 11:00:01:073',26,607,0.01004,1
9925,'2017/05/31 11:00:01:082',26,607,-0.036072,1
9926,'2017/05/31 11:00:01:101',26,607,-0.082,1
9927,'2017/05/31 11:00:01:103',26,607,-0.220676,1
9928,'2017/05/31 11:00:01:112',26,607,-0.257937,1
9929,'2017/05/31 11:00:01:132',26,607,-0.29505,1
9930,'2017/05/31 11:00:01:134',26,607,-0.332016,1
9931,'2017/05/31 11:00:01:143',26,607,-0.368836,1
9932,'2017/05/31 11:00:01:172',26,607,-0.368836,1
9933,'2017/05/31 11:00:01:172',26,607,-0.379921,1
9934,'2017/05/31 11:00:01:174',26,610,-0.390963,1
9935,'2017/05/31 11:00:01:190',26,610,-0.401961,1
9936,'2017/05/31 11:00:01:192',26,610,-0.412109,1
9937,'2017/05/31 11:00:01:204',26,610,-0.39961,1
9938,'2017/05/31 11:00:01:213',26,610,-0.38716,1
9939,'2017/05/31 11:00:01:222',26,619,-0.386408,1
9940,'2017/05/31 11:00:01:233',26,619,-0.385659,1
9941,'2017/05/31 11:00:01:243',26,619,-0.367505,1
9942,'2017/05/31 11:00:01:254',26,619,-0.324324,1
9943,'2017/05/31 11:00:01:263',26,619,-0.28131,1
9944,'2017/05/31 11:00:01:281',26,622,-0.238462,1
9945,'2017/05/31 11:00:01:282',26,622,-0.195777,1
9946,'2017/05/31 11:00:01:293',26,622,-0.14751,1
9947,'2017/05/31 11:00:01:302',26,622,-0.099426,1
9948,'2017/05/31 11:00:01:315',26,622,-0.051527,1
9949,'2017/05/31 11:00:01:323',26,626,-0.00381,1
9950,'2017/05/31 11:00:01:347',26,626,0.043726,1
9951,'2017/05/31 11:00:01:348',26,626,0.098672,1
9952,'2017/05/31 11:00:01:353',26,626,0.142045,1
9953,'2017/05/31 11:00:01:388',26,626,0.142045,1
9954,'2017/05/31 11:00:01:388',26,629,0.196597,1
9955,'2017/05/31 11:00:01:388',26,629,0.250943,1
9956,'2017/05/31 11:00:01:393',26,629,0.370301,1
9957,'2017/05/31 11:00:01:407',26,629,0.405253,1
9958,'2017/05/31 11:00:01:423',26,629,0.440075,1
9959,'2017/05/31 11:00:01:423',26,623,0.474766,1
9960,'2017/05/31 11:00:01:432',26,623,0.509328,1
9961,'2017/05/31 11:00:01:445',26,623,0.532588,1
9962,'2017/05/31 11:00:01:452',26,623,0.542751,1
9963,'2017/05/31 11:00:01:463',26,623,0.552876,1
9964,'2017/05/31 11:00:01:473',26,620,0.562963,1
9965,'2017/05/31 11:00:01:484',26,620,0.573013,1
9966,'2017/05/31 11:00:01:502',26,620,0.577491,1
9967,'2017/05/31 11:00:01:504',26,620,0.570902,1
9968,'2017/05/31 11:00:01:512',26,620,0.564338,1
9969,'2017/05/31 11:00:01:532',26,620,0.53578,1
9970,'2017/05/31 11:00:01:533',26,620,0.507326,1
9971,'2017/05/31 11:00:01:543',26,620,0.478976,1
9972,'2017/05/31 11:00:01:570',26,620,0.45073,1
9973,'2017/05/31 11:00:01:570',26,620,0.422587,1
9974,'2017/05/31 11:00:01:572',26,620,0.394545,1
9975,'2017/05/31 11:00:01:590',26,620,0.366606,1
9976,'2017/05/31 11:00:01:592',26,620,0.338768,1
9977,'2017/05/31 11:00:01:604',26,620,0.311031,1
9978,'2017/05/31 11:00:01:613',26,620,0.283394,1
9979,'2017/05/31 11:00:01:627',26,620,0.277477,1
9980,'2017/05/31 11:00:01:632',26,620,0.271583,1
9981,'2017/05/31 11:00:01:642',26,620,0.265709,1
9982,'2017/05/31 11:00:01:660',26,620,0.265233,1
9983,'2017/05/31 11:00:01:662',26,620,0.264758,1
9984,'2017/05/31 11:00:01:673',26,620,0.3,1
9985,'2017/05/31 11:00:01:689',26,620,0.335116,1
9986,'2017/05/31 11:00:01:693',26,620,0.370107,1
9987,'2017/05/31 11:00:01:702',26,620,0.417407,1
9988,'2017/05/31 11:00:01:717',26,620,0.464539,1
9989,'2017/05/31 11:00:01:723',26,633,0.568142,1
9990,'2017/05/31 11:00:01:747',26,633,0.671378,1
9991,'2017/05/31 11:00:01:747',26,633,0.797178,1
9992,'2017/05/31 11:00:01:755',26,633,0.922535,1
9993,'2017/05/31 11:00:01:790',26,633,1.047452,1
9994,'2017/05/31 11:00:01:790',26,636,1.161404,1
9995,'2017/05/31 11:00:01:790',26,636,1.274956,1
9996,'2017/05/31 11:00:01:792',26,636,1.393357,1
9997,'2017/05/31 11:00:01:806',26,636,1.511344,1
9998,'2017/05/31 11:00:01:824',26,636,1.62892,1
9999,'2017/05/31 11:00:01:824',26,639,1.676522,1
10000,'2017/05/31 11:00:01:833',26,639,1.723958,1
10001,'2017/05/31 11:00:01:845',26,639,1.77643,1
10002,'2017/05/31 11:00:01:852',26,639,1.811419,1
10003,'2017/05/31 11:00:01:863',26,639,1.846287,1
10004,'2017/05/31 11:00:01:876',26,639,1.85,1
10005,'2017/05/31 11:00:01:882',26,639,1.853701,1
10006,'2017/05/31 11:00:01:893',26,639,1.857388,1
10007,'2017/05/31 11:00:01:907',26,639,1.843911,1
10008,'2017/05/31 11:00:01:913',26,639,1.83048,1
10009,'2017/05/31 11:00:01:932',26,633,1.817094,1
10010,'2017/05/31 11:00:01:933',26,633,1.803754,1
10011,'2017/05/31 11:00:01:943',26,633,1.780239,1
10012,'2017/05/31 11:00:01:957',26,633,1.778912,1
10013,'2017/05/31 11:00:01:981',26,633,1.777589,1
10014,'2017/05/31 11:00:01:981',26,620,1.776271,1
10015,'2017/05/31 11:00:01:983',26,620,1.774958,1
10016,'2017/05/31 11:00:01:993',26,620,1.751689,1
10017,'2017/05/31 11:00:02:005',26,620,1.728499,1
